user_id,name,role,login_count,access_level,session_time,var_activity,last_login_time
33,UserTest_33,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
34,UserTest_34,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
35,UserTest_35,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
36,UserTest_36,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
37,UserTest_37,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
38,UserTest_38,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
39,UserTest_39,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
40,UserTest_40,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
41,UserTest_41,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
42,UserTest_42,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
43,UserTest_43,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
44,UserTest_44,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
45,UserTest_45,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
46,UserTest_46,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
47,UserTest_47,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
48,UserTest_48,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
49,UserTest_49,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
50,UserTest_50,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
51,UserTest_51,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
52,UserTest_52,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
53,UserTest_53,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
54,UserTest_54,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
55,UserTest_55,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
56,UserTest_56,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
57,UserTest_57,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
58,UserTest_58,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
59,UserTest_59,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
60,UserTest_60,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
61,UserTest_61,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
62,UserTest_62,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
63,UserTest_63,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
64,UserTest_64,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
65,UserTest_65,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
66,UserTest_66,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
67,UserTest_67,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
68,UserTest_68,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
69,UserTest_69,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
70,UserTest_70,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
71,UserTest_71,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
72,UserTest_72,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
73,UserTest_73,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
74,UserTest_74,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
75,UserTest_75,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
76,UserTest_76,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
77,UserTest_77,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
78,UserTest_78,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
79,UserTest_79,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
80,UserTest_80,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
81,UserTest_81,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
82,UserTest_82,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
83,UserTest_83,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
84,UserTest_84,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
85,UserTest_85,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
86,UserTest_86,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
87,UserTest_87,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
88,UserTest_88,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
89,UserTest_89,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
90,UserTest_90,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
91,UserTest_91,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
92,UserTest_92,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
93,UserTest_93,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
94,UserTest_94,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
95,UserTest_95,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
96,UserTest_96,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
97,UserTest_97,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
98,UserTest_98,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
99,UserTest_99,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
100,UserTest_100,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
101,UserTest_101,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
102,UserTest_102,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
103,UserTest_103,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
104,UserTest_104,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
105,UserTest_105,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
106,UserTest_106,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
107,UserTest_107,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
108,UserTest_108,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
109,UserTest_109,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
110,UserTest_110,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
111,UserTest_111,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
112,UserTest_112,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
113,UserTest_113,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
114,UserTest_114,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
115,UserTest_115,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
116,UserTest_116,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
117,UserTest_117,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
118,UserTest_118,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
119,UserTest_119,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
120,UserTest_120,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
121,UserTest_121,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
122,UserTest_122,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
123,UserTest_123,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
124,UserTest_124,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
125,UserTest_125,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
126,UserTest_126,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
127,UserTest_127,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
128,UserTest_128,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
129,UserTest_129,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
130,UserTest_130,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
131,UserTest_131,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
132,UserTest_132,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
133,UserTest_133,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
134,UserTest_134,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
135,UserTest_135,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
136,UserTest_136,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
137,UserTest_137,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
138,UserTest_138,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
139,UserTest_139,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
140,UserTest_140,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
141,UserTest_141,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
142,UserTest_142,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
143,UserTest_143,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
144,UserTest_144,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
145,UserTest_145,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
146,UserTest_146,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
147,UserTest_147,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
148,UserTest_148,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
149,UserTest_149,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
150,UserTest_150,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
151,UserTest_151,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
152,UserTest_152,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
153,UserTest_153,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
154,UserTest_154,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
155,UserTest_155,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
156,UserTest_156,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
157,UserTest_157,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
158,UserTest_158,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
159,UserTest_159,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
160,UserTest_160,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
161,UserTest_161,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
162,UserTest_162,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
163,UserTest_163,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
164,UserTest_164,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
165,UserTest_165,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
166,UserTest_166,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
167,UserTest_167,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
168,UserTest_168,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
169,UserTest_169,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
170,UserTest_170,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
171,UserTest_171,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
172,UserTest_172,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
173,UserTest_173,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
174,UserTest_174,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
175,UserTest_175,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
176,UserTest_176,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
177,UserTest_177,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
178,UserTest_178,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
179,UserTest_179,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
180,UserTest_180,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
181,UserTest_181,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
182,UserTest_182,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
183,UserTest_183,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
184,UserTest_184,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
185,UserTest_185,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
186,UserTest_186,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
187,UserTest_187,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
188,UserTest_188,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
189,UserTest_189,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
190,UserTest_190,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
191,UserTest_191,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
192,UserTest_192,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
193,UserTest_193,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
194,UserTest_194,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
195,UserTest_195,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
196,UserTest_196,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
197,UserTest_197,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
198,UserTest_198,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
199,UserTest_199,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
200,UserTest_200,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
201,UserTest_201,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
202,UserTest_202,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
203,UserTest_203,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
204,UserTest_204,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
205,UserTest_205,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
206,UserTest_206,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
207,UserTest_207,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
208,UserTest_208,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
209,UserTest_209,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
210,UserTest_210,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
211,UserTest_211,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
212,UserTest_212,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
213,UserTest_213,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
214,UserTest_214,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
215,UserTest_215,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
216,UserTest_216,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
217,UserTest_217,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
218,UserTest_218,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
219,UserTest_219,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
220,UserTest_220,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
221,UserTest_221,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
222,UserTest_222,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
223,UserTest_223,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
224,UserTest_224,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
225,UserTest_225,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
226,UserTest_226,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
227,UserTest_227,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
228,UserTest_228,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
229,UserTest_229,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
230,UserTest_230,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
231,UserTest_231,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
232,UserTest_232,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
233,UserTest_233,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
234,UserTest_234,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
235,UserTest_235,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
236,UserTest_236,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
237,UserTest_237,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
238,UserTest_238,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
239,UserTest_239,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
240,UserTest_240,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
241,UserTest_241,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
242,UserTest_242,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
243,UserTest_243,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
244,UserTest_244,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
245,UserTest_245,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
246,UserTest_246,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
247,UserTest_247,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
248,UserTest_248,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
249,UserTest_249,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
250,UserTest_250,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
251,UserTest_251,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
252,UserTest_252,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
253,UserTest_253,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
254,UserTest_254,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
255,UserTest_255,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
256,UserTest_256,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
257,UserTest_257,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
258,UserTest_258,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
259,UserTest_259,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
260,UserTest_260,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
261,UserTest_261,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
262,UserTest_262,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
263,UserTest_263,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
264,UserTest_264,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
265,UserTest_265,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
266,UserTest_266,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
267,UserTest_267,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
268,UserTest_268,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
269,UserTest_269,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
270,UserTest_270,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
271,UserTest_271,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
272,UserTest_272,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
273,UserTest_273,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
274,UserTest_274,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
275,UserTest_275,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
276,UserTest_276,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
277,UserTest_277,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
278,UserTest_278,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
279,UserTest_279,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
280,UserTest_280,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
281,UserTest_281,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
282,UserTest_282,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
283,UserTest_283,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
284,UserTest_284,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
285,UserTest_285,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
286,UserTest_286,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
287,UserTest_287,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
288,UserTest_288,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
289,UserTest_289,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
290,UserTest_290,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
291,UserTest_291,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
292,UserTest_292,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
293,UserTest_293,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
294,UserTest_294,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
295,UserTest_295,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
296,UserTest_296,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
297,UserTest_297,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
298,UserTest_298,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
299,UserTest_299,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
300,UserTest_300,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
301,UserTest_301,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
302,UserTest_302,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
303,UserTest_303,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
304,UserTest_304,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
305,UserTest_305,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
306,UserTest_306,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
307,UserTest_307,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
308,UserTest_308,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
309,UserTest_309,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
310,UserTest_310,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
311,UserTest_311,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
312,UserTest_312,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
313,UserTest_313,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
314,UserTest_314,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
315,UserTest_315,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
316,UserTest_316,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
317,UserTest_317,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
318,UserTest_318,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
319,UserTest_319,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
320,UserTest_320,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
321,UserTest_321,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
322,UserTest_322,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
323,UserTest_323,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
324,UserTest_324,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
325,UserTest_325,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
326,UserTest_326,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
327,UserTest_327,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
328,UserTest_328,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
329,UserTest_329,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
330,UserTest_330,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
331,UserTest_331,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
332,UserTest_332,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
333,UserTest_333,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
334,UserTest_334,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
335,UserTest_335,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
336,UserTest_336,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
337,UserTest_337,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
338,UserTest_338,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
339,UserTest_339,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
340,UserTest_340,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
341,UserTest_341,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
342,UserTest_342,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
343,UserTest_343,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
344,UserTest_344,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
345,UserTest_345,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
346,UserTest_346,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
347,UserTest_347,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
348,UserTest_348,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
349,UserTest_349,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
350,UserTest_350,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
351,UserTest_351,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
352,UserTest_352,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
353,UserTest_353,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
354,UserTest_354,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
355,UserTest_355,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
356,UserTest_356,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
357,UserTest_357,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
358,UserTest_358,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
359,UserTest_359,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
360,UserTest_360,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
361,UserTest_361,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
