event_id,source_user,target_resource,event_type,timestamp,weight
204,39,5,deletion,2024-10-30 15:30:26.762000,0.276103494971162
205,39,9,deletion,2025-02-19 15:31:26.762000,0.263119941316972
206,39,1,deletion,2025-02-07 15:30:26.762000,0.419384003954181
207,39,9,modification,2024-12-18 15:30:26.762000,0.902749449471776
208,39,6,deletion,2024-07-10 12:29:26.763000,0.321040245246558
209,39,1,deletion,2024-07-17 13:29:26.763000,0.611183182355689
210,39,1,deletion,2024-07-18 13:29:26.763000,0.611183182355689
211,40,2,modification,2025-04-20 09:29:26.763000,0.743034439026748
212,40,3,deletion,2025-04-20 09:39:26.763000,0.743034439026748
213,40,8,access,2025-04-20 09:49:26.763000,0.743034439026748
214,40,2,modification,2025-04-20 09:50:26.763000,0.743034439026748
215,40,3,deletion,2025-04-20 09:51:26.763000,0.743034439026748
216,41,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
217,41,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
218,41,5,access,2024-10-24 14:29:26.762000,0.622465177836497
219,41,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
220,41,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
221,41,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
222,41,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
223,42,3,access,2024-12-31 17:30:26.762000,0.554265596383152
224,42,3,modification,2024-10-27 16:30:26.762000,0.413810887184509
225,42,3,access,2024-09-18 18:30:26.762000,0.609066665236789
226,42,4,deletion,2024-06-25 15:30:26.762000,0.310736103751091
227,42,3,access,2024-07-16 14:30:26.762000,0.971932208058549
228,42,3,access,2024-11-16 18:30:26.762000,0.227436155457533
229,42,3,access,2025-02-08 19:49:26.763000,0.432106989533017
230,42,4,modification,2025-04-16 09:29:26.763000,0.812128034537794
231,42,4,modification,2025-04-23 10:29:26.763000,0.614616109401714
232,43,5,access,2025-04-01 15:30:26.762000,0.257264274197876
233,43,6,deletion,2024-06-23 15:30:26.762000,0.846023279940532
234,43,6,modification,2024-09-22 15:30:26.762000,0.498467873022065
235,43,9,deletion,2025-04-03 16:29:26.763000,0.218720790692322
236,43,5,deletion,2024-12-26 17:29:26.763000,0.899269549833013
237,44,4,modification,2024-12-14 15:30:26.762000,0.64878182209144
238,44,4,modification,2024-07-07 02:29:26.763000,0.769836795520192
239,45,3,access,2024-12-29 17:30:26.762000,0.554265596383152
240,45,3,modification,2024-10-25 16:30:26.762000,0.413810887184509
241,45,3,access,2024-09-16 18:30:26.762000,0.609066665236789
242,45,4,deletion,2024-06-23 15:30:26.762000,0.310736103751091
243,45,3,access,2024-07-14 14:30:26.762000,0.971932208058549
244,45,3,access,2024-11-14 18:30:26.762000,0.227436155457533
245,45,3,access,2025-02-06 19:49:26.763000,0.432106989533017
246,45,4,modification,2025-04-14 09:29:26.763000,0.812128034537794
247,45,4,modification,2025-04-21 10:29:26.763000,0.614616109401714
248,46,7,deletion,2025-03-28 15:30:26.762000,0.191583357535373
249,46,2,access,2025-01-20 15:30:26.762000,0.375014081837619
250,46,4,modification,2024-07-04 15:30:26.762000,0.166931814161332
251,46,4,modification,2025-05-02 15:30:26.762000,0.436483977851806
252,46,4,modification,2025-03-13 14:49:26.763000,0.818832448371185
253,46,3,access,2024-09-04 17:29:26.763000,0.53275146296222
254,46,2,modification,2024-08-22 16:32:26.763000,0.751707118063964
255,46,7,modification,2024-10-08 09:33:26.763000,0.175544351206521
256,47,3,access,2024-12-27 17:30:26.762000,0.554265596383152
257,47,3,modification,2024-10-23 16:30:26.762000,0.413810887184509
258,47,3,access,2024-09-14 18:30:26.762000,0.609066665236789
259,47,4,deletion,2024-06-21 15:30:26.762000,0.310736103751091
260,47,3,access,2024-07-12 14:30:26.762000,0.971932208058549
261,47,3,access,2024-11-12 18:30:26.762000,0.227436155457533
262,47,3,access,2025-02-04 19:49:26.763000,0.432106989533017
263,47,4,modification,2025-04-12 09:29:26.763000,0.812128034537794
264,47,4,modification,2025-04-19 10:29:26.763000,0.614616109401714
265,48,10,modification,2024-07-16 15:30:26.762000,0.218190469357945
266,48,11,modification,2025-03-23 12:29:26.762000,0.622967600038111
267,49,4,modification,2025-03-29 15:30:26.762000,0.304499053255874
268,49,3,access,,0.417236666912368
269,50,8,access,2024-06-21 15:30:26.762000,0.77697965879042
270,50,8,deletion,2024-10-19 15:30:26.762000,0.98020636836769
271,50,8,deletion,2024-09-14 15:30:26.762000,0.784062530572958
272,50,4,modification,2025-04-10 02:29:26.763000,0.383821932098546
273,51,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
274,51,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
275,51,5,access,2024-10-24 14:29:26.762000,0.622465177836497
276,51,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
277,51,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
278,51,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
279,51,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
280,52,4,modification,2024-09-08 15:30:26.762000,0.320103090620782
281,52,4,deletion,2024-12-30 15:30:26.762000,0.278458267661476
282,52,4,modification,2024-12-02 02:29:26.763000,0.992502478631833
283,52,3,deletion,2024-09-01 02:29:26.763000,0.543522315876416
284,52,4,deletion,2024-08-11 02:29:26.763000,0.479871160306171
285,52,3,access,2024-12-23 02:29:26.763000,0.691558208399273
286,53,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
287,53,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
288,53,5,access,2024-10-24 14:29:26.762000,0.622465177836497
289,53,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
290,53,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
291,53,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
292,53,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
293,54,1,modification,2024-11-30 18:30:26.762000,0.758082623980715
294,54,5,modification,2025-03-22 15:30:26.762000,0.860407796096076
295,54,1,modification,2024-09-24 15:30:26.762000,0.26645574463547
296,54,9,modification,2025-02-12 19:30:26.762000,0.527502556192394
297,54,6,modification,2024-06-29 15:30:26.762000,0.461444331461618
298,55,10,deletion,2025-03-12 12:29:26.762000,0.73178761080199
299,55,10,access,2024-11-19 12:29:26.762000,0.72466772483481
300,55,10,modification,2024-11-24 12:29:26.763000,0.71967292146481
301,55,10,modification,2025-05-12 12:29:26.763000,0.949739932473095
302,56,1,modification,2024-11-28 18:30:26.762000,0.758082623980715
303,56,5,modification,2025-03-20 15:30:26.762000,0.860407796096076
304,56,1,modification,2024-09-22 15:30:26.762000,0.26645574463547
305,56,9,modification,2025-02-10 19:30:26.762000,0.527502556192394
306,56,6,modification,2024-06-27 15:30:26.762000,0.461444331461618
307,57,3,access,2024-12-27 17:30:26.762000,0.554265596383152
308,57,3,modification,2024-10-23 16:30:26.762000,0.413810887184509
309,57,3,access,2024-09-14 18:30:26.762000,0.609066665236789
310,57,4,deletion,2024-06-21 15:30:26.762000,0.310736103751091
311,57,3,access,2024-07-12 14:30:26.762000,0.971932208058549
312,57,3,access,2024-11-12 18:30:26.762000,0.227436155457533
313,57,3,access,2025-02-04 19:49:26.763000,0.432106989533017
314,57,4,modification,2025-04-12 09:29:26.763000,0.812128034537794
315,57,4,modification,2025-04-19 10:29:26.763000,0.614616109401714
316,58,4,modification,2025-03-27 15:30:26.762000,0.304499053255874
317,58,3,access,,0.417236666912368
318,59,10,deletion,2024-12-17 12:30:26.762000,0.927743811477137
319,59,11,deletion,2024-07-18 13:30:26.762000,0.182944630102846
320,59,11,deletion,2025-03-06 15:20:26.762000,0.60468730953079
321,59,10,deletion,2025-01-02 15:30:26.762000,0.119227818829605
322,59,11,deletion,2025-01-10 14:34:26.762000,0.83987119494956
323,59,10,modification,2024-10-07 15:30:26.762000,0.457323857086515
324,60,2,access,2024-06-01 15:34:26.762000,0.971606316744734
325,60,4,modification,2025-03-02 17:30:26.762000,0.78664282123005
326,60,7,access,2024-08-14 17:50:26.762000,0.358144761088753
327,60,3,modification,2025-04-20 09:29:26.763000,0.743034439026748
328,61,0,deletion,2024-09-20 14:29:26.762000,0.933504889745582
329,61,1,deletion,2025-04-06 14:29:26.762000,0.973472784436092
330,61,5,access,2024-10-19 14:29:26.762000,0.622465177836497
331,61,9,deletion,2024-12-27 14:29:26.762000,0.544269820793087
332,61,1,modification,2025-01-03 14:29:26.762000,0.534231786076228
333,61,9,modification,2024-06-11 14:29:26.762000,0.511615473452353
334,61,9,deletion,2025-03-10 14:29:26.763000,0.94054825652204
335,62,11,access,2024-10-16 15:30:26.762000,0.611640852991554
336,62,10,deletion,2025-02-26 15:30:26.762000,0.759421246142577
337,62,11,access,2024-06-23 18:29:26.763000,0.900872862849295
338,62,10,modification,2024-07-28 17:29:26.763000,0.86855057066697
339,62,10,deletion,2025-02-16 12:29:26.763000,0.743034439026748
340,63,5,modification,2024-12-15 15:30:26.762000,0.326336558670067
341,63,5,deletion,2024-10-25 15:30:26.762000,0.276103494971162
342,63,9,deletion,2025-02-14 15:31:26.762000,0.263119941316972
343,63,1,deletion,2025-02-02 15:30:26.762000,0.419384003954181
344,63,9,modification,2024-12-13 15:30:26.762000,0.902749449471776
345,63,6,deletion,2024-07-05 12:29:26.763000,0.321040245246558
346,63,1,deletion,2024-07-12 13:29:26.763000,0.611183182355689
347,63,1,deletion,2024-07-13 13:29:26.763000,0.611183182355689
348,64,0,access,2024-11-16 15:40:26.762000,0.878411779110629
349,64,5,deletion,2024-11-25 12:49:26.762000,0.34406797223793
350,64,5,modification,2024-12-09 14:59:26.762000,0.490036063423634
351,64,9,deletion,2024-12-22 15:19:26.762000,0.381716460472168
352,64,8,modification,2024-06-09 16:39:26.763000,0.841322901861726
353,64,5,access,2024-06-13 17:49:26.763000,0.311972684511687
354,64,5,access,2024-12-27 18:29:26.763000,0.578126678902325
355,65,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
356,65,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
357,65,5,access,2024-10-24 14:29:26.762000,0.622465177836497
358,65,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
359,65,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
360,65,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
361,65,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
362,66,4,modification,2024-12-18 15:30:26.762000,0.64878182209144
363,66,4,modification,2024-07-11 02:29:26.763000,0.769836795520192
364,67,2,access,2024-05-29 15:34:26.762000,0.971606316744734
365,67,4,modification,2025-02-27 17:30:26.762000,0.78664282123005
366,67,7,access,2024-08-11 17:50:26.762000,0.358144761088753
367,67,3,modification,2025-04-17 09:29:26.763000,0.743034439026748
368,68,5,modification,2024-12-12 15:30:26.762000,0.326336558670067
369,68,5,deletion,2024-10-22 15:30:26.762000,0.276103494971162
370,68,9,deletion,2025-02-11 15:31:26.762000,0.263119941316972
371,68,1,deletion,2025-01-30 15:30:26.762000,0.419384003954181
372,68,9,modification,2024-12-10 15:30:26.762000,0.902749449471776
373,68,6,deletion,2024-07-02 12:29:26.763000,0.321040245246558
374,68,1,deletion,2024-07-09 13:29:26.763000,0.611183182355689
375,68,1,deletion,2024-07-10 13:29:26.763000,0.611183182355689
376,69,5,access,2025-04-01 15:30:26.762000,0.257264274197876
377,69,6,deletion,2024-06-23 15:30:26.762000,0.846023279940532
378,69,6,modification,2024-09-22 15:30:26.762000,0.498467873022065
379,69,9,deletion,2025-04-03 16:29:26.763000,0.218720790692322
380,69,5,deletion,2024-12-26 17:29:26.763000,0.899269549833013
381,70,10,modification,2024-07-14 15:30:26.762000,0.218190469357945
382,70,11,modification,2025-03-21 12:29:26.762000,0.622967600038111
383,71,10,deletion,2024-12-16 12:30:26.762000,0.927743811477137
384,71,11,deletion,2024-07-17 13:30:26.762000,0.182944630102846
385,71,11,deletion,2025-03-05 15:20:26.762000,0.60468730953079
386,71,10,deletion,2025-01-01 15:30:26.762000,0.119227818829605
387,71,11,deletion,2025-01-09 14:34:26.762000,0.83987119494956
388,71,10,modification,2024-10-06 15:30:26.762000,0.457323857086515
389,72,5,modification,2024-12-12 15:30:26.762000,0.326336558670067
390,72,5,deletion,2024-10-22 15:30:26.762000,0.276103494971162
391,72,9,deletion,2025-02-11 15:31:26.762000,0.263119941316972
392,72,1,deletion,2025-01-30 15:30:26.762000,0.419384003954181
393,72,9,modification,2024-12-10 15:30:26.762000,0.902749449471776
394,72,6,deletion,2024-07-02 12:29:26.763000,0.321040245246558
395,72,1,deletion,2024-07-09 13:29:26.763000,0.611183182355689
396,72,1,deletion,2024-07-10 13:29:26.763000,0.611183182355689
397,73,8,access,2024-06-14 15:30:26.762000,0.77697965879042
398,73,8,deletion,2024-10-12 15:30:26.762000,0.98020636836769
399,73,8,deletion,2024-09-07 15:30:26.762000,0.784062530572958
400,73,4,modification,2025-04-03 02:29:26.763000,0.383821932098546
401,74,1,modification,2025-03-05 15:30:26.762000,0.251471714931867
402,74,8,access,2024-08-17 15:30:26.762000,0.512751288144372
403,74,0,deletion,2025-01-26 15:30:26.762000,0.247760053872737
404,74,5,deletion,2025-01-02 12:29:26.763000,0.894500366559187
405,75,9,modification,2025-01-19 15:30:26.762000,0.613158877489808
406,75,6,access,2025-03-23 15:30:26.762000,0.868160525955826
407,75,6,deletion,2025-03-28 17:29:26.763000,0.921580780164936
408,76,10,deletion,2025-03-13 12:29:26.762000,0.73178761080199
409,76,10,access,2024-11-20 12:29:26.762000,0.72466772483481
410,76,10,modification,2024-11-25 12:29:26.763000,0.71967292146481
411,76,10,modification,2025-05-13 12:29:26.763000,0.949739932473095
412,77,1,modification,2025-03-09 15:30:26.762000,0.251471714931867
413,77,8,access,2024-08-21 15:30:26.762000,0.512751288144372
414,77,0,deletion,2025-01-30 15:30:26.762000,0.247760053872737
415,77,5,deletion,2025-01-06 12:29:26.763000,0.894500366559187
416,78,4,modification,2024-09-09 15:30:26.762000,0.320103090620782
417,78,4,deletion,2024-12-31 15:30:26.762000,0.278458267661476
418,78,4,modification,2024-12-03 02:29:26.763000,0.992502478631833
419,78,3,deletion,2024-09-02 02:29:26.763000,0.543522315876416
420,78,4,deletion,2024-08-12 02:29:26.763000,0.479871160306171
421,78,3,access,2024-12-24 02:29:26.763000,0.691558208399273
422,79,0,deletion,2024-09-22 14:29:26.762000,0.933504889745582
423,79,1,deletion,2025-04-08 14:29:26.762000,0.973472784436092
424,79,5,access,2024-10-21 14:29:26.762000,0.622465177836497
