user_id,name,role,login_count,access_level,session_time,var_activity,last_login_time
33,UserTest_33,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
34,UserTest_34,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
35,UserTest_35,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
36,UserTest_36,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
37,UserTest_37,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
38,UserTest_38,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
39,UserTest_39,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
40,UserTest_40,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
41,UserTest_41,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
42,UserTest_42,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
43,UserTest_43,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
44,UserTest_44,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
45,UserTest_45,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
46,UserTest_46,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
47,UserTest_47,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
48,UserTest_48,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
49,UserTest_49,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
50,UserTest_50,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
51,UserTest_51,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
52,UserTest_52,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
53,UserTest_53,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
54,UserTest_54,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
55,UserTest_55,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
56,UserTest_56,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
57,UserTest_57,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
58,UserTest_58,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
59,UserTest_59,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
60,UserTest_60,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
61,UserTest_61,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
62,UserTest_62,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
63,UserTest_63,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
64,UserTest_64,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
65,UserTest_65,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
66,UserTest_66,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
67,UserTest_67,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
68,UserTest_68,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
69,UserTest_69,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
70,UserTest_70,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
71,UserTest_71,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
72,UserTest_72,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
73,UserTest_73,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
74,UserTest_74,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
75,UserTest_75,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
76,UserTest_76,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
77,UserTest_77,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
78,UserTest_78,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
79,UserTest_79,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
80,UserTest_80,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
81,UserTest_81,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
82,UserTest_82,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
83,UserTest_83,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
84,UserTest_84,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
85,UserTest_85,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
86,UserTest_86,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
87,UserTest_87,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
88,UserTest_88,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
89,UserTest_89,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
90,UserTest_90,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
91,UserTest_91,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
92,UserTest_92,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
93,UserTest_93,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
94,UserTest_94,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
95,UserTest_95,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
96,UserTest_96,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
97,UserTest_97,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
98,UserTest_98,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
99,UserTest_99,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
100,UserTest_100,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
101,UserTest_101,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
102,UserTest_102,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
103,UserTest_103,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
104,UserTest_104,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
105,UserTest_105,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
106,UserTest_106,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
107,UserTest_107,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
108,UserTest_108,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
109,UserTest_109,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
110,UserTest_110,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
111,UserTest_111,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
112,UserTest_112,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
113,UserTest_113,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
114,UserTest_114,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
115,UserTest_115,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
116,UserTest_116,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
117,UserTest_117,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
118,UserTest_118,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
119,UserTest_119,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
120,UserTest_120,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
121,UserTest_121,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
122,UserTest_122,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
123,UserTest_123,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
124,UserTest_124,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
125,UserTest_125,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
126,UserTest_126,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
127,UserTest_127,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
128,UserTest_128,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
129,UserTest_129,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
130,UserTest_130,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
131,UserTest_131,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
132,UserTest_132,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
133,UserTest_133,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
134,UserTest_134,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
135,UserTest_135,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
136,UserTest_136,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
137,UserTest_137,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
138,UserTest_138,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
139,UserTest_139,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
140,UserTest_140,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
141,UserTest_141,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
142,UserTest_142,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
143,UserTest_143,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
144,UserTest_144,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
145,UserTest_145,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
146,UserTest_146,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
147,UserTest_147,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
148,UserTest_148,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
149,UserTest_149,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
150,UserTest_150,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
151,UserTest_151,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
152,UserTest_152,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
153,UserTest_153,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
154,UserTest_154,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
155,UserTest_155,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
156,UserTest_156,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
157,UserTest_157,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
158,UserTest_158,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
159,UserTest_159,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
160,UserTest_160,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
161,UserTest_161,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
162,UserTest_162,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
163,UserTest_163,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
164,UserTest_164,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
165,UserTest_165,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
166,UserTest_166,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
167,UserTest_167,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
168,UserTest_168,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
169,UserTest_169,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
170,UserTest_170,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
171,UserTest_171,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
172,UserTest_172,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
173,UserTest_173,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
174,UserTest_174,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
175,UserTest_175,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
176,UserTest_176,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
177,UserTest_177,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
178,UserTest_178,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
179,UserTest_179,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
180,UserTest_180,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
181,UserTest_181,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
182,UserTest_182,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
183,UserTest_183,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
184,UserTest_184,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
185,UserTest_185,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
186,UserTest_186,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
187,UserTest_187,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
188,UserTest_188,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
189,UserTest_189,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
190,UserTest_190,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
191,UserTest_191,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
192,UserTest_192,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
193,UserTest_193,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
194,UserTest_194,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
195,UserTest_195,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
196,UserTest_196,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
197,UserTest_197,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
198,UserTest_198,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
199,UserTest_199,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
200,UserTest_200,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
201,UserTest_201,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
202,UserTest_202,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
203,UserTest_203,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
204,UserTest_204,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
205,UserTest_205,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
206,UserTest_206,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
207,UserTest_207,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
208,UserTest_208,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
209,UserTest_209,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
210,UserTest_210,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
211,UserTest_211,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
212,UserTest_212,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
213,UserTest_213,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
214,UserTest_214,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
215,UserTest_215,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
216,UserTest_216,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
217,UserTest_217,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
218,UserTest_218,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
219,UserTest_219,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
220,UserTest_220,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
221,UserTest_221,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
222,UserTest_222,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
223,UserTest_223,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
224,UserTest_224,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
225,UserTest_225,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
226,UserTest_226,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
227,UserTest_227,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
228,UserTest_228,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
229,UserTest_229,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
230,UserTest_230,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
231,UserTest_231,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
232,UserTest_232,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
233,UserTest_233,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
234,UserTest_234,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
235,UserTest_235,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
236,UserTest_236,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
237,UserTest_237,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
238,UserTest_238,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
239,UserTest_239,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
240,UserTest_240,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
241,UserTest_241,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
242,UserTest_242,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
243,UserTest_243,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
244,UserTest_244,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
245,UserTest_245,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
246,UserTest_246,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
247,UserTest_247,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
248,UserTest_248,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
249,UserTest_249,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
250,UserTest_250,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
251,UserTest_251,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
252,UserTest_252,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
253,UserTest_253,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
254,UserTest_254,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
255,UserTest_255,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
256,UserTest_256,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
257,UserTest_257,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
258,UserTest_258,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
259,UserTest_259,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
260,UserTest_260,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
261,UserTest_261,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
262,UserTest_262,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
263,UserTest_263,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
264,UserTest_264,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
265,UserTest_265,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
266,UserTest_266,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
267,UserTest_267,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
268,UserTest_268,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
269,UserTest_269,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
270,UserTest_270,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
271,UserTest_271,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
272,UserTest_272,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
273,UserTest_273,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
274,UserTest_274,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
275,UserTest_275,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
276,UserTest_276,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
277,UserTest_277,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
278,UserTest_278,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
279,UserTest_279,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
280,UserTest_280,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
281,UserTest_281,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
282,UserTest_282,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
283,UserTest_283,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
284,UserTest_284,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
285,UserTest_285,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
286,UserTest_286,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
287,UserTest_287,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
288,UserTest_288,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
289,UserTest_289,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
290,UserTest_290,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
291,UserTest_291,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
292,UserTest_292,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
293,UserTest_293,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
294,UserTest_294,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
295,UserTest_295,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
296,UserTest_296,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
297,UserTest_297,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
298,UserTest_298,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
299,UserTest_299,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
300,UserTest_300,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
301,UserTest_301,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
302,UserTest_302,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
303,UserTest_303,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
304,UserTest_304,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
305,UserTest_305,manager,134,1,2453.29,6.3,2025-05-02 02:29:26
306,UserTest_306,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
307,UserTest_307,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
308,UserTest_308,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
309,UserTest_309,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
310,UserTest_310,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
311,UserTest_311,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
312,UserTest_312,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
313,UserTest_313,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
314,UserTest_314,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
315,UserTest_315,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
316,UserTest_316,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
317,UserTest_317,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
318,UserTest_318,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
319,UserTest_319,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
320,UserTest_320,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
321,UserTest_321,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
322,UserTest_322,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
323,UserTest_323,accounter,828,1,3434.92,3.04,2025-04-08 02:29:26
324,UserTest_324,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
325,UserTest_325,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
326,UserTest_326,accounter,536,1,1697.88,3.84,2025-04-26 02:29:26
327,UserTest_327,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
328,UserTest_328,accounter,73,3,2889.42,9.09,2025-05-07 02:29:26
329,UserTest_329,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
330,UserTest_330,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
331,UserTest_331,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
332,UserTest_332,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
333,UserTest_333,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
334,UserTest_334,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
335,UserTest_335,admin,78,2,2737.07,9.25,2025-05-03 02:29:26
336,UserTest_336,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
337,UserTest_337,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
338,UserTest_338,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
339,UserTest_339,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
340,UserTest_340,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
341,UserTest_341,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
342,UserTest_342,manager,960,3,2814.12,6.29,2025-04-12 02:29:26
343,UserTest_343,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
344,UserTest_344,manager,781,4,3592.44,7.04,2025-05-02 02:29:26
345,UserTest_345,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
346,UserTest_346,accounter,717,2,2587.04,5.8,2025-04-20 02:29:26
347,UserTest_347,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
348,UserTest_348,manager,846,3,2884.1,8.51,2025-04-16 02:29:26
349,UserTest_349,accounter,197,3,1286.17,8.64,2025-05-02 02:29:26
350,UserTest_350,admin,73,3,1260.92,2.88,2025-04-17 02:29:26
351,UserTest_351,developer,946,4,2911.43,1.09,2025-04-19 02:29:26
352,UserTest_352,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
353,UserTest_353,accounter,647,3,1271.21,6.56,2025-04-26 02:29:26
354,UserTest_354,manager,845,2,2208.41,2.65,2025-05-02 02:29:26
355,UserTest_355,admin,280,2,1359.93,4.12,2025-04-26 02:29:26
356,UserTest_356,analyst,882,3,2027.6,9.34,2025-04-19 02:29:26
357,UserTest_357,accounter,954,3,2577.71,1.83,2025-04-19 02:29:26
358,UserTest_358,developer,264,3,1260.92,8.59,2025-04-14 02:29:26
359,UserTest_359,analyst,859,3,1519.06,5.9,2025-04-10 02:29:26
360,UserTest_360,admin,923,3,1829.24,2.88,2025-04-17 02:29:26
361,UserTest_361,developer,600,4,1489.21,8.6,2025-04-26 02:29:26
