event_id,source_user,target_resource,event_type,timestamp,weight
203,38,9,deletion,2024-12-25 15:19:26.762000,0.381716460472168
204,38,8,modification,2024-06-12 16:39:26.763000,0.841322901861726
205,38,5,access,2024-06-16 17:49:26.763000,0.311972684511687
206,38,5,access,2024-12-30 18:29:26.763000,0.578126678902325
207,39,4,modification,2024-09-07 15:30:26.762000,0.320103090620782
208,39,4,deletion,2024-12-29 15:30:26.762000,0.278458267661476
209,39,4,modification,2024-12-01 02:29:26.763000,0.992502478631833
210,39,3,deletion,2024-08-31 02:29:26.763000,0.543522315876416
211,39,4,deletion,2024-08-10 02:29:26.763000,0.479871160306171
212,39,3,access,2024-12-22 02:29:26.763000,0.691558208399273
213,40,1,modification,2024-11-27 18:30:26.762000,0.758082623980715
214,40,5,modification,2025-03-19 15:30:26.762000,0.860407796096076
215,40,1,modification,2024-09-21 15:30:26.762000,0.26645574463547
216,40,9,modification,2025-02-09 19:30:26.762000,0.527502556192394
217,40,6,modification,2024-06-26 15:30:26.762000,0.461444331461618
218,41,0,deletion,2024-09-17 14:29:26.762000,0.933504889745582
219,41,1,deletion,2025-04-03 14:29:26.762000,0.973472784436092
220,41,5,access,2024-10-16 14:29:26.762000,0.622465177836497
221,41,9,deletion,2024-12-24 14:29:26.762000,0.544269820793087
222,41,1,modification,2024-12-31 14:29:26.762000,0.534231786076228
223,41,9,modification,2024-06-08 14:29:26.762000,0.511615473452353
224,41,9,deletion,2025-03-07 14:29:26.763000,0.94054825652204
225,42,0,access,2024-11-18 15:40:26.762000,0.878411779110629
226,42,5,deletion,2024-11-27 12:49:26.762000,0.34406797223793
227,42,5,modification,2024-12-11 14:59:26.762000,0.490036063423634
228,42,9,deletion,2024-12-24 15:19:26.762000,0.381716460472168
229,42,8,modification,2024-06-11 16:39:26.763000,0.841322901861726
230,42,5,access,2024-06-15 17:49:26.763000,0.311972684511687
231,42,5,access,2024-12-29 18:29:26.763000,0.578126678902325
232,43,0,access,2024-11-17 15:40:26.762000,0.878411779110629
233,43,5,deletion,2024-11-26 12:49:26.762000,0.34406797223793
234,43,5,modification,2024-12-10 14:59:26.762000,0.490036063423634
235,43,9,deletion,2024-12-23 15:19:26.762000,0.381716460472168
236,43,8,modification,2024-06-10 16:39:26.763000,0.841322901861726
237,43,5,access,2024-06-14 17:49:26.763000,0.311972684511687
238,43,5,access,2024-12-28 18:29:26.763000,0.578126678902325
239,44,1,modification,2025-03-11 15:30:26.762000,0.251471714931867
240,44,8,access,2024-08-23 15:30:26.762000,0.512751288144372
241,44,0,deletion,2025-02-01 15:30:26.762000,0.247760053872737
242,44,5,deletion,2025-01-08 12:29:26.763000,0.894500366559187
243,45,5,modification,2024-12-16 15:30:26.762000,0.326336558670067
244,45,5,deletion,2024-10-26 15:30:26.762000,0.276103494971162
245,45,9,deletion,2025-02-15 15:31:26.762000,0.263119941316972
246,45,1,deletion,2025-02-03 15:30:26.762000,0.419384003954181
247,45,9,modification,2024-12-14 15:30:26.762000,0.902749449471776
248,45,6,deletion,2024-07-06 12:29:26.763000,0.321040245246558
249,45,1,deletion,2024-07-13 13:29:26.763000,0.611183182355689
250,45,1,deletion,2024-07-14 13:29:26.763000,0.611183182355689
251,46,9,modification,2025-01-18 15:30:26.762000,0.613158877489808
252,46,6,access,2025-03-22 15:30:26.762000,0.868160525955826
253,46,6,deletion,2025-03-27 17:29:26.763000,0.921580780164936
254,47,10,modification,2024-07-13 15:30:26.762000,0.218190469357945
255,47,11,modification,2025-03-20 12:29:26.762000,0.622967600038111
256,48,5,modification,2024-12-16 15:30:26.762000,0.326336558670067
257,48,5,deletion,2024-10-26 15:30:26.762000,0.276103494971162
258,48,9,deletion,2025-02-15 15:31:26.762000,0.263119941316972
259,48,1,deletion,2025-02-03 15:30:26.762000,0.419384003954181
260,48,9,modification,2024-12-14 15:30:26.762000,0.902749449471776
261,48,6,deletion,2024-07-06 12:29:26.763000,0.321040245246558
262,48,1,deletion,2024-07-13 13:29:26.763000,0.611183182355689
263,48,1,deletion,2024-07-14 13:29:26.763000,0.611183182355689
264,49,3,access,2024-12-30 17:30:26.762000,0.554265596383152
265,49,3,modification,2024-10-26 16:30:26.762000,0.413810887184509
266,49,3,access,2024-09-17 18:30:26.762000,0.609066665236789
267,49,4,deletion,2024-06-24 15:30:26.762000,0.310736103751091
268,49,3,access,2024-07-15 14:30:26.762000,0.971932208058549
269,49,3,access,2024-11-15 18:30:26.762000,0.227436155457533
270,49,3,access,2025-02-07 19:49:26.763000,0.432106989533017
271,49,4,modification,2025-04-15 09:29:26.763000,0.812128034537794
272,49,4,modification,2025-04-22 10:29:26.763000,0.614616109401714
273,50,11,access,2024-10-18 15:30:26.762000,0.611640852991554
274,50,10,deletion,2025-02-28 15:30:26.762000,0.759421246142577
275,50,11,access,2024-06-25 18:29:26.763000,0.900872862849295
276,50,10,modification,2024-07-30 17:29:26.763000,0.86855057066697
277,50,10,deletion,2025-02-18 12:29:26.763000,0.743034439026748
278,51,4,modification,2024-09-06 15:30:26.762000,0.320103090620782
279,51,4,deletion,2024-12-28 15:30:26.762000,0.278458267661476
280,51,4,modification,2024-11-30 02:29:26.763000,0.992502478631833
281,51,3,deletion,2024-08-30 02:29:26.763000,0.543522315876416
282,51,4,deletion,2024-08-09 02:29:26.763000,0.479871160306171
283,51,3,access,2024-12-21 02:29:26.763000,0.691558208399273
284,52,1,modification,2025-03-04 15:30:26.762000,0.251471714931867
285,52,8,access,2024-08-16 15:30:26.762000,0.512751288144372
286,52,0,deletion,2025-01-25 15:30:26.762000,0.247760053872737
287,52,5,deletion,2025-01-01 12:29:26.763000,0.894500366559187
288,53,11,access,2024-10-23 15:30:26.762000,0.611640852991554
289,53,10,deletion,2025-03-05 15:30:26.762000,0.759421246142577
290,53,11,access,2024-06-30 18:29:26.763000,0.900872862849295
291,53,10,modification,2024-08-04 17:29:26.763000,0.86855057066697
292,53,10,deletion,2025-02-23 12:29:26.763000,0.743034439026748
293,54,5,access,2025-03-27 15:30:26.762000,0.257264274197876
294,54,6,deletion,2024-06-18 15:30:26.762000,0.846023279940532
295,54,6,modification,2024-09-17 15:30:26.762000,0.498467873022065
296,54,9,deletion,2025-03-29 16:29:26.763000,0.218720790692322
297,54,5,deletion,2024-12-21 17:29:26.763000,0.899269549833013
298,55,1,modification,2024-12-04 18:30:26.762000,0.758082623980715
299,55,5,modification,2025-03-26 15:30:26.762000,0.860407796096076
300,55,1,modification,2024-09-28 15:30:26.762000,0.26645574463547
301,55,9,modification,2025-02-16 19:30:26.762000,0.527502556192394
302,55,6,modification,2024-07-03 15:30:26.762000,0.461444331461618
303,56,4,modification,2024-09-03 15:30:26.762000,0.320103090620782
304,56,4,deletion,2024-12-25 15:30:26.762000,0.278458267661476
305,56,4,modification,2024-11-27 02:29:26.763000,0.992502478631833
306,56,3,deletion,2024-08-27 02:29:26.763000,0.543522315876416
307,56,4,deletion,2024-08-06 02:29:26.763000,0.479871160306171
308,56,3,access,2024-12-18 02:29:26.763000,0.691558208399273
309,57,3,access,2025-01-02 17:30:26.762000,0.554265596383152
310,57,3,modification,2024-10-29 16:30:26.762000,0.413810887184509
311,57,3,access,2024-09-20 18:30:26.762000,0.609066665236789
312,57,4,deletion,2024-06-27 15:30:26.762000,0.310736103751091
313,57,3,access,2024-07-18 14:30:26.762000,0.971932208058549
314,57,3,access,2024-11-18 18:30:26.762000,0.227436155457533
315,57,3,access,2025-02-10 19:49:26.763000,0.432106989533017
316,57,4,modification,2025-04-18 09:29:26.763000,0.812128034537794
317,57,4,modification,2025-04-25 10:29:26.763000,0.614616109401714
318,58,3,access,2024-12-29 17:30:26.762000,0.554265596383152
319,58,3,modification,2024-10-25 16:30:26.762000,0.413810887184509
320,58,3,access,2024-09-16 18:30:26.762000,0.609066665236789
321,58,4,deletion,2024-06-23 15:30:26.762000,0.310736103751091
322,58,3,access,2024-07-14 14:30:26.762000,0.971932208058549
323,58,3,access,2024-11-14 18:30:26.762000,0.227436155457533
324,58,3,access,2025-02-06 19:49:26.763000,0.432106989533017
325,58,4,modification,2025-04-14 09:29:26.763000,0.812128034537794
326,58,4,modification,2025-04-21 10:29:26.763000,0.614616109401714
327,59,4,modification,2025-03-31 15:30:26.762000,0.304499053255874
328,59,3,access,,0.417236666912368
329,60,1,modification,2025-03-07 15:30:26.762000,0.251471714931867
330,60,8,access,2024-08-19 15:30:26.762000,0.512751288144372
331,60,0,deletion,2025-01-28 15:30:26.762000,0.247760053872737
332,60,5,deletion,2025-01-04 12:29:26.763000,0.894500366559187
333,61,10,deletion,2024-12-15 12:30:26.762000,0.927743811477137
334,61,11,deletion,2024-07-16 13:30:26.762000,0.182944630102846
335,61,11,deletion,2025-03-04 15:20:26.762000,0.60468730953079
336,61,10,deletion,2024-12-31 15:30:26.762000,0.119227818829605
337,61,11,deletion,2025-01-08 14:34:26.762000,0.83987119494956
338,61,10,modification,2024-10-05 15:30:26.762000,0.457323857086515
339,62,10,deletion,2025-03-09 12:29:26.762000,0.73178761080199
340,62,10,access,2024-11-16 12:29:26.762000,0.72466772483481
341,62,10,modification,2024-11-21 12:29:26.763000,0.71967292146481
342,62,10,modification,2025-05-09 12:29:26.763000,0.949739932473095
343,63,4,modification,2025-01-26 15:30:26.762000,0.891035421350068
344,63,4,deletion,2025-04-03 15:30:26.762000,0.269350251272978
345,63,4,access,2024-09-04 15:30:26.762000,0.620510539941182
346,63,4,modification,2024-10-06 18:29:26.763000,0.149684561223479
347,63,4,modification,2025-01-16 20:29:26.763000,0.224452755646845
348,64,1,modification,2024-11-28 18:30:26.762000,0.758082623980715
349,64,5,modification,2025-03-20 15:30:26.762000,0.860407796096076
350,64,1,modification,2024-09-22 15:30:26.762000,0.26645574463547
351,64,9,modification,2025-02-10 19:30:26.762000,0.527502556192394
352,64,6,modification,2024-06-27 15:30:26.762000,0.461444331461618
353,65,10,modification,2024-07-13 15:30:26.762000,0.218190469357945
354,65,11,modification,2025-03-20 12:29:26.762000,0.622967600038111
355,66,4,modification,2025-04-03 15:30:26.762000,0.304499053255874
356,66,3,access,,0.417236666912368
357,67,4,modification,2025-03-31 15:30:26.762000,0.304499053255874
358,67,3,access,,0.417236666912368
359,68,5,modification,2024-12-16 15:30:26.762000,0.326336558670067
360,68,5,deletion,2024-10-26 15:30:26.762000,0.276103494971162
361,68,9,deletion,2025-02-15 15:31:26.762000,0.263119941316972
362,68,1,deletion,2025-02-03 15:30:26.762000,0.419384003954181
363,68,9,modification,2024-12-14 15:30:26.762000,0.902749449471776
364,68,6,deletion,2024-07-06 12:29:26.763000,0.321040245246558
365,68,1,deletion,2024-07-13 13:29:26.763000,0.611183182355689
366,68,1,deletion,2024-07-14 13:29:26.763000,0.611183182355689
367,69,5,access,2025-04-03 15:30:26.762000,0.257264274197876
368,69,6,deletion,2024-06-25 15:30:26.762000,0.846023279940532
369,69,6,modification,2024-09-24 15:30:26.762000,0.498467873022065
370,69,9,deletion,2025-04-05 16:29:26.763000,0.218720790692322
371,69,5,deletion,2024-12-28 17:29:26.763000,0.899269549833013
372,70,10,deletion,2025-01-24 15:30:26.762000,0.354243767681781
373,70,11,deletion,2024-06-04 16:30:26.762000,0.168137339301706
374,70,11,access,2025-04-15 19:30:26.762000,0.606847780491741
375,70,11,deletion,2025-01-21 17:30:26.762000,0.469016611292679
376,70,11,modification,2025-03-08 14:29:26.763000,0.109551085508917
377,70,11,modification,2024-08-09 17:49:26.763000,0.664381469384456
378,71,9,modification,2025-01-19 15:30:26.762000,0.613158877489808
379,71,6,access,2025-03-23 15:30:26.762000,0.868160525955826
380,71,6,deletion,2025-03-28 17:29:26.763000,0.921580780164936
381,72,10,modification,2024-07-11 15:30:26.762000,0.218190469357945
382,72,11,modification,2025-03-18 12:29:26.762000,0.622967600038111
383,73,4,modification,2025-03-28 15:30:26.762000,0.304499053255874
384,73,3,access,,0.417236666912368
385,74,10,deletion,2024-12-18 12:30:26.762000,0.927743811477137
386,74,11,deletion,2024-07-19 13:30:26.762000,0.182944630102846
387,74,11,deletion,2025-03-07 15:20:26.762000,0.60468730953079
388,74,10,deletion,2025-01-03 15:30:26.762000,0.119227818829605
389,74,11,deletion,2025-01-11 14:34:26.762000,0.83987119494956
390,74,10,modification,2024-10-08 15:30:26.762000,0.457323857086515
391,75,1,modification,2025-03-06 15:30:26.762000,0.251471714931867
392,75,8,access,2024-08-18 15:30:26.762000,0.512751288144372
393,75,0,deletion,2025-01-27 15:30:26.762000,0.247760053872737
394,75,5,deletion,2025-01-03 12:29:26.763000,0.894500366559187
395,76,1,modification,2024-11-26 18:30:26.762000,0.758082623980715
396,76,5,modification,2025-03-18 15:30:26.762000,0.860407796096076
397,76,1,modification,2024-09-20 15:30:26.762000,0.26645574463547
398,76,9,modification,2025-02-08 19:30:26.762000,0.527502556192394
399,76,6,modification,2024-06-25 15:30:26.762000,0.461444331461618
400,77,4,modification,2025-03-26 15:30:26.762000,0.304499053255874
401,77,3,access,,0.417236666912368
402,78,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
403,78,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
404,78,5,access,2024-10-24 14:29:26.762000,0.622465177836497
405,78,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
406,78,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
407,78,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
408,78,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
409,79,10,deletion,2025-03-10 12:29:26.762000,0.73178761080199
410,79,10,access,2024-11-17 12:29:26.762000,0.72466772483481
411,79,10,modification,2024-11-22 12:29:26.763000,0.71967292146481
412,79,10,modification,2025-05-10 12:29:26.763000,0.949739932473095
413,80,2,access,2024-05-30 15:34:26.762000,0.971606316744734
414,80,4,modification,2025-02-28 17:30:26.762000,0.78664282123005
415,80,7,access,2024-08-12 17:50:26.762000,0.358144761088753
416,80,3,modification,2025-04-18 09:29:26.763000,0.743034439026748
417,81,0,access,2024-11-17 15:40:26.762000,0.878411779110629
418,81,5,deletion,2024-11-26 12:49:26.762000,0.34406797223793
419,81,5,modification,2024-12-10 14:59:26.762000,0.490036063423634
420,81,9,deletion,2024-12-23 15:19:26.762000,0.381716460472168
421,81,8,modification,2024-06-10 16:39:26.763000,0.841322901861726
422,81,5,access,2024-06-14 17:49:26.763000,0.311972684511687
423,81,5,access,2024-12-28 18:29:26.763000,0.578126678902325
424,82,2,modification,2025-04-18 09:29:26.763000,0.743034439026748
425,82,3,deletion,2025-04-18 09:39:26.763000,0.743034439026748
